day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
293,1015.7773969097354,25.900856953095204,23.5339046353968,21.444349227433865,19.87996776902108,70.0,70.66952317698401,7.568666223888811,50.0,32.69555407962937,0
336,1022.8155963206628,17.433027071154747,15.348623391817615,13.366971881097754,11.998164522423487,70.0,48.027521686172705,7.894495662765459,20.0,17.64312010233057,0
219,1007.8085445106772,33.16113926809029,29.650253412812603,27.73082304685775,25.60854451067717,77.41708902135434,69.58291097864566,8.661139268090288,220.0,10.84740524258688,0
50,1019.5679200621854,22.443217349389606,19.411137411574984,18.079057473760365,9.806711076563678,78.25368861250942,48.186577846872645,10.244026645938208,20.0,24.06792006218538,0
41,1017.6783914899205,25.333652161940616,22.265391352237533,20.350478242910928,19.732695676118766,82.15869595148459,78.81260947385991,3.14608647762467,71.68260809703084,10.142260534337268,0
277,1016.4506109673027,25.201221934605396,22.18900258855144,20.948167098091908,20.686558719340645,78.98778065394605,61.0,5.52250647137859,74.9389032697302,17.1104857629671,0
23,1010.1608660796973,32.9,30.023188986717116,28.1,25.10724405313153,75.53622026565766,29.0,10.666811861391826,232.38511357575385,14.10578722580901,0
147,1008.5025968094527,33.04870159527362,30.34350797636809,28.372879285761243,24.392209571641708,75.07790428358294,40.15580856716588,10.666811861391826,170.0,16.6525739733842,0
28,1017.3688333443407,29.33466667344046,26.56733333672023,25.20050000254017,23.177388886913203,81.99499997459829,52.778888894533715,8.2452222261736,97.78888894533713,16.5773888869132,0
68,1019.2988646414449,22.917156245747933,18.521895836168046,17.01715624574793,15.928906143698246,71.04739590420117,29.0,5.446062389446174,27.81041638319532,18.705208191597663,0
213,1007.3433939361222,33.666268922074245,30.35075555675519,27.176791918428513,24.773963638326673,75.63773737591852,44.91321212775558,9.363773737591853,220.0,22.65792323046925,0
238,1012.5,29.52689555481133,27.062288977271706,25.130758221924534,22.340028622996215,70.66924177807547,44.66924177807547,9.90231760026792,66.69241778075468,27.77836906416607,0
59,1014.7379868076578,21.388926215653182,20.508859027477452,19.491140972522548,15.48671145878382,76.22147568693634,78.04429513738727,6.098121184009284,60.0,24.947517716892573,0
238,1013.1190094033055,30.96967868440103,27.328045456508654,25.514926333574635,21.603614421281232,73.0,48.32128526239589,9.5,78.86880877065981,23.13755015816144,0
197,1006.7031530818603,33.37629214159133,29.818978235618225,27.451386941370934,25.30592696460217,71.48613058629064,43.691678351774385,9.682219106193497,103.6759129424729,18.352584283182658,0
144,1008.174588141715,33.3,30.3,28.372879285761243,25.418822125724837,77.23764425144968,32.0,10.666811861391826,205.08237165700217,10.802594505095728,0
9,1009.9286894049341,31.033909097853098,28.094780307080974,26.427825758154423,23.1,74.4434848369115,60.0,8.494780307080976,62.7825758154425,31.921704606214625,0
245,1012.0184313168785,30.895392170780376,27.817235302468227,26.312627473248604,23.67815686831215,76.17235302468227,44.17235302468226,7.551705907404678,86.09215658439247,21.778333096733597,0
9,1015.6830400889194,26.094890868217192,24.383040088919348,23.632202672594623,20.3186347437301,76.64405345189246,56.491625836752746,8.445770601459145,90.0,15.87114699270428,0
336,1022.7683896709077,16.921272303645537,14.8,12.7,10.557455392708924,71.58051645461099,45.68389670907781,8.33161032909222,20.0,16.091849723515793,0
21,1009.1963198583973,33.666268922074245,30.371608819722994,28.372879285761243,25.548159929198636,74.74079964599318,49.876798465970445,10.103680141602728,198.27199763995452,12.288959575191814,0
197,1009.5908133857553,32.52988380203495,30.371608819722994,28.27011619796505,25.455174296947572,74.85058098982523,40.448257030524296,10.666811861391826,232.38511357575385,9.055915337989045,0
13,1024.017060996923,16.758879020336863,14.8,12.7,9.527652660279282,69.49126573175295,93.0,0.19512377641921516,20.0,34.89577761796628,0
10,1024.017060996923,19.776411989349132,17.54856277705172,15.58642208278879,12.431417036068959,73.0356782377155,87.4499495328017,0.83785930573707,20.0,20.41219116146123,0
311,1020.3635145366733,24.86005214646779,21.22609829271039,19.081757268336624,17.533953853757403,75.0,56.635145366732466,5.720774341232728,20.0,21.0050632191387,0
23,1007.5396052680945,32.209901317023636,29.46325657990727,27.56325657990727,24.816611842790905,76.76677631441818,29.0,10.666811861391826,232.33223685581817,16.64697368037092,0
194,1009.4401490075286,32.859850992471415,30.371608819722994,28.37197019849428,24.780298015057173,72.84089404517152,34.24238412045739,10.62423841204574,232.38511357575385,17.539470171130958,0
136,1010.4166693313142,33.061957738208676,29.78188463724223,28.08550770979378,25.020292403865795,78.96376927448445,68.81884637242226,3.1797075961342047,50.36230725515548,18.636961735180037,0
23,1024.017060996923,19.878835076917504,17.17326870512391,15.295987128201876,12.552556717945,76.6414239743578,90.84854384614688,0.42071198717890645,20.0,17.000452935903592,0
143,1008.6121958195625,30.932930142922267,28.213419691828722,25.804881188031622,24.536587458687748,75.12195819562582,56.15853135328063,9.464636413578393,220.0,15.069531902642959,0
127,1008.457391078225,31.501249674948387,28.796738847781207,26.513532481501542,24.727064963003087,78.90978345665638,71.60652230443759,7.5889668683952305,226.51630576109397,17.31929298361711,0
153,1007.9442853323657,33.666268922074245,30.371608819722994,27.097427731204633,24.908857066473146,75.0,43.734288005805546,9.82285867053703,220.88570664731483,24.845425592452788,0
124,1008.7965021779949,31.511831530373684,28.720061964528327,26.504732612149475,24.871810875530908,78.78806519541244,74.14094562234546,7.429527188827272,225.41152170773205,17.056584797365932,0
148,1007.92666498354,32.204707070442346,29.768627946017645,27.27098148123882,25.39646969716824,77.65097643185884,69.0,7.846670032919987,232.38511357575385,12.865097643185884,0
290,1015.6172760976546,28.915730052989694,25.606601230128863,24.14620861090205,20.504073637396896,83.28932513247423,74.61938663891745,5.127386468582493,80.0,17.502110541262823,0
339,1022.3028684263306,21.559017529784786,20.71618859561155,19.535245617553805,16.254302639496057,76.0,44.80942978057745,4.019881523527595,50.0,26.632179730435755,0
78,1012.5296364798459,27.764975069273138,25.43533858942733,24.257206051652027,22.735652248127803,86.0,81.81140421916305,2.515851693942694,69.73057745594723,28.016165352643167,0
25,1018.1876800327262,25.23903999590922,21.91419995397872,17.834239975455315,16.876200005113475,70.3048000204539,43.39039995909219,7.387680032726244,20.0,27.25887991000283,0
289,1015.2856581273367,27.87092314602951,25.171316254673222,23.57151280899508,20.228880299648633,76.71512808995081,55.001965543218574,8.671905917638796,45.71709363316939,18.626521647786348,0
174,1005.9,33.56000825790436,30.371608819722994,28.180004128952177,25.94415427596215,77.60008257904353,59.60028902665234,9.09997935523912,78.00041289521762,13.719975226286943,0
288,1016.9100803017143,25.4,23.170642570912445,21.676144574525335,17.924779130986217,73.52289149050671,66.06425709124441,4.814698829271983,47.064257091244414,29.034859432700447,0
190,1009.0668256562908,32.64170641407269,30.16042660351817,28.372879285761243,25.59786698240914,77.60426603518172,41.021330175908595,9.564215669827638,232.38511357575385,12.1786698240914,0
339,1018.5382004370205,19.524719825191827,18.330899781489787,17.25599317309251,16.168353085688423,82.5599317309251,81.68726652099319,0.4691002185102142,66.87266520993191,20.88295439674971,0
7,1020.8917198633022,20.43692625549323,18.125624657445474,16.325624657445477,13.931406164361368,73.62812328722737,55.77135388120456,3.0942184930841057,60.0,39.5,0
288,1018.92796052732,28.467302628967843,24.5,22.225592105464013,19.106644730615624,70.76776316392036,48.25592105464012,8.109473687424195,20.0,16.393815804336896,0
292,1016.6774789799063,26.022933976595542,23.584504204018756,21.615495795981243,19.483884769266105,73.69421364539276,67.99793521749116,6.191116471629519,46.921488628839356,33.8913229498804,0
7,1013.2185185679749,26.894708980578617,23.88809520630189,22.381481432025165,22.278835922314475,90.94708980578619,84.05291019421381,1.8066137742767268,40.132275485534535,9.989417961157237,0
240,1014.869381271222,30.702968607472226,27.032654682194504,25.517811644833365,21.530618728778013,76.23748859777821,49.26717467250049,8.832654682194505,90.29686074722277,21.528582775361528,0
23,1008.2568336552116,33.666268922074245,30.371608819722994,28.372879285761243,24.84316634478841,72.0,29.0,10.666811861391826,195.68336552115898,9.31366731042318,0
70,1015.2098571246878,24.55319603526125,21.75221263979625,18.837930235515937,16.313299008815314,82.25614622165625,73.87684386649687,6.887192688917188,63.74385377834375,27.28965117757969,0
226,1011.0012567034851,29.072505745844346,26.472505745844344,25.2849961694371,23.871249042359274,77.84996169437103,51.549885083113075,9.48122605898189,107.12490423592756,19.892536390347527,0
51,1018.8603538578478,23.240235905231867,20.25009829384661,18.660157270154578,10.96430211368906,78.40039317538644,47.70019658769322,9.370609421848991,20.0,23.165481639848394,0
239,1011.7550690584595,30.747496860979112,27.889987443916443,26.047496860979113,24.64493094154043,79.27471748811993,50.124529146866564,8.482415246435982,94.74968609791104,26.952377578185306,0
269,1018.2678270954045,27.031623227824948,25.032905806956236,23.832722581366053,21.064529034781184,73.99267097639265,64.66544516273211,4.936020641989366,70.0,39.5,0
329,1023.5180552245816,22.919722447284478,20.886250178725913,18.890972387709176,17.4570833134749,75.0,44.04722208983266,7.929166865251011,49.52777910167341,25.688471553654928,0
244,1014.7020670352969,31.85103351764845,27.994239237370405,26.5,24.75103351764845,74.05760762629593,46.23043050518376,7.669129151555127,50.0,12.620162669203578,0
317,1021.3979452169483,21.035173248055784,18.54069299222314,16.993795328148757,14.775181312595038,75.0,50.2965350388843,8.530338431572318,40.0,16.37590656297519,0
114,1011.6782531971992,25.99082487625053,23.671151299514275,21.70295544555603,21.310057343241017,79.58579620463003,79.29289810231501,2.821746802800739,41.46449051157506,24.24468461217441,0
241,1009.5008449016252,32.24614582860242,28.418373841278452,26.645723377789828,24.56367476825569,79.0,54.9957754918741,9.80126735243777,60.0,12.11795139046586,0
30,1016.0171369581349,25.32788713004762,21.32788713004762,19.243427391626984,18.9,84.85258086698414,83.0,4.981266345309535,50.0,9.055915337989045,0
159,1008.1405960136126,31.831937044240856,29.571043023822,27.591341030628286,25.418807972774857,83.39105979581143,60.462749149214304,9.052235051047143,128.98509965968572,13.583890860471145,0
48,1021.6261037127182,22.46423279963358,19.21880211161892,17.264495231472353,9.672846559926716,77.63707935956029,52.997375681612255,10.345430688014657,24.543068801465683,24.62689100823451,0
147,1008.2148592398142,32.57206582201583,30.22838025339525,28.357206582201584,24.656314431379418,76.28826328806333,46.0,10.666811861391826,178.55868355968337,19.85809873302375,0
142,1009.0532893356503,32.862280885799606,30.0,26.929387529296697,25.24671066434971,74.93421328699418,29.0,10.666811861391826,221.5570221449903,18.31491025620427,0
243,1010.5125648579378,30.41256485793785,28.437175710310747,26.349740568248595,23.243458139279674,78.03141214484462,45.125648579378506,10.08063384959042,190.31412144844626,24.72775206685736,0
7,1014.4350474006815,26.5,23.01268866148604,21.06344330743021,20.81419795337438,87.50754645944167,87.3655669256979,2.8836784283579284,52.537732297208386,10.570375440492528,0
26,1006.2028071962882,31.694942645843966,29.887078095399772,27.732583280710706,21.288760212753985,67.0,56.32583280710706,10.150562539466971,230.0,17.20448931364237,0
118,1013.4364699442692,27.490590167192387,25.51270601114616,23.338118033438477,20.727060111461594,75.28708200630864,67.30356289800136,5.664699442692047,114.91759554153637,29.002817476130524,0
22,1008.2388421103773,33.28875286207956,30.280668193109097,28.372879285761243,25.3,75.82249427584088,33.64498855168178,9.76608008964317,222.74164758613628,13.53198168269084,0
25,1008.4252155169486,33.666268922074245,30.371608819722994,27.899137932205782,24.675646550845666,72.5043103389711,29.0,10.666811861391826,232.38511357575385,17.487715499964732,0
245,1010.2475619766518,31.6723035962688,28.925198149360458,27.15164542590629,22.59750174562926,75.73552723454172,36.04539978997943,9.779341829637486,220.0,26.47105446908343,0
14,1011.3838024763196,30.56451315114433,28.33548684885567,26.941947395422684,24.654868488556712,80.41947395422685,73.03276430546407,3.4806183602989607,183.5486848855671,10.726026815319655,0
26,1022.4388258290222,20.34305545076744,18.36893933678224,15.30258838860148,9.803535544059196,67.0,44.28472274616279,8.439519906708245,60.0,39.5,0
15,1024.017060996923,20.667295301654367,17.7740248318198,14.341320133474165,12.170124159099004,74.32704698345636,50.66352349172818,7.3798114095036915,50.67295301654364,15.038491276029525,0
294,1015.2823849599214,26.92493196016719,24.81463384017702,23.47344136021636,20.483739480206523,77.17615040078677,59.1327931989182,9.091056400295036,50.0,16.86964995869201,0
106,1012.0916084681214,29.709606239668418,26.9364004456906,25.609201337071806,23.382002228453008,86.81597325856391,82.27199108618797,2.7263893034255684,50.0,11.227199108618798,0
29,1021.4979052762586,16.698170564778227,14.8,12.7,9.527652660279282,69.56486543885023,29.0,2.6190986781764956,20.36261213429147,21.057049870024713,0
23,1014.340713303195,29.6937784849016,26.0937784849016,23.97502278792128,20.962579757724473,74.15644939431118,45.968892424507985,9.58124430301968,60.0,9.731289878862237,0
243,1010.5670558092141,30.46705580921419,28.164720953929034,26.13177676314323,22.998248858536133,78.16763952303548,45.67055809214193,9.562969812465166,191.6763952303548,24.41442909701839,0
258,1015.4838369446751,29.922097827222935,28.090369566191086,25.85382608825478,24.733706518331196,77.31728261031847,55.92347823490436,8.97110869857326,190.0,16.88047827969434,0
24,1024.017060996923,16.723008858469584,14.8,13.382248842365245,10.296199919478308,75.41124421182622,87.09057781356519,0.12717334406955894,20.0,20.540395611026053,0
339,1019.5888445030345,19.111155496965534,17.5238475688276,16.189712658655182,13.689712658655182,75.53173017965517,86.7855716168965,1.1238475688275988,20.0,33.99258607210336,0
17,1017.0981187748856,28.286251778604104,25.17250355720821,23.35875533581232,20.574384782322582,76.29377667906158,49.27496442791789,7.529377667906159,78.62517786041057,22.045586760011727,0
22,1023.2856252122932,20.08742639566122,17.462279186983654,14.831139593491827,9.527652660279282,67.0,36.185659891530435,9.433529611570087,60.0,31.79823349586922,0
7,1010.5233151644466,31.37713283074886,27.837670424983447,24.696864033631567,21.996864033631567,71.59641603843608,38.01343985586472,8.404031956759416,20.0,9.055915337989045,0
339,1023.7425930106087,17.98484780082183,16.865712137691457,15.14910184109078,11.243322059320136,74.13355881359729,43.324915444901016,6.5758136038102375,30.0,22.236475008442305,0
20,1024.017060996923,19.875864449292344,16.68534462922564,14.494824809158931,11.158621483097448,67.7327685387181,44.7327685387181,9.841378516902552,20.0,18.843943102497093,0
167,1005.9,32.51992700382257,29.400104280253466,27.74006256815208,25.680020856050696,77.99947859873267,77.40010428025347,7.22018770445624,230.0,15.1998435796198,0
299,1014.5363192702929,25.398865022803346,23.12042958953978,21.020429589539777,19.02950940711301,86.94325114016729,82.01134977196654,2.0170246579498134,50.0,16.011471778660972,0
137,1011.2007342851371,29.086397012960777,26.786397012960776,24.786397012960776,22.818382077764653,77.18382077764653,57.27940259215512,8.454411948156897,20.0,17.35403856825385,0
289,1016.8826825765142,28.922308989798104,25.60413412882571,23.365288623724762,19.761154494899053,80.87597613522868,70.69422752550474,6.785959267853316,83.47113762752369,13.838845505100947,0
95,1010.0219551227979,28.200890656546434,25.90089065654643,24.00089065654643,22.518102813770426,88.28189718622957,74.1275887449183,3.2908037516938986,70.0,19.928479401464735,0
193,1008.7740310960459,32.915998676764005,30.273998015146006,28.0,25.668002646471994,76.42000661617999,38.0,10.666811861391826,224.20006616179984,15.58999669191001,0
339,1018.9557310309616,21.60964343313474,18.211462061923136,15.777865515480784,13.261976556653805,89.1328069071153,87.8671930928847,0.24869586594227586,40.0,22.02632203128877,0
69,1021.9453812056055,19.149311428370225,16.838696696321684,14.722942589141102,12.619516339053074,73.8595901786343,40.491434374779935,9.21934834816084,39.29795089317152,17.270540892467316,0
7,1012.6701320660381,22.812447366580173,21.02357407277864,19.75066033019085,19.726355749328256,92.51390838274808,87.02781676549617,0.6645687129389367,40.0,14.011857214282424,0
23,1007.8741367889307,32.71286876470796,29.803201480970326,27.8612680242228,24.951600740485162,76.16133086504945,29.0,10.34519777854451,225.80665432524728,14.616258768158259,0
245,1007.5508671600844,32.60012846816064,29.450224819281125,27.050160585200803,23.60044963856225,79.50160585200804,60.50096351120482,2.999678829598392,225.00321170401608,14.401348915686754,0
191,1008.3399186754004,33.06680220766602,29.947046181464867,27.040325298398457,25.346639558466794,80.26476909267566,80.86558233867181,9.2205692721973,230.0,17.85458031052742,0
42,1016.243667656317,25.426214989915028,21.895140040339882,20.489322484872545,19.547570020169942,79.84462525212426,72.7960256555231,6.848599596601174,76.31074949575147,12.734019717620821,0
240,1011.8795783835492,28.963716565820057,26.29237555569389,24.80319929303619,23.18536404050465,81.46494242405379,60.356705050630815,9.014635959495351,60.0,14.554118686711485,0
315,1021.3955495379781,25.142896261123525,22.57548785078656,18.242896261123523,17.603902806292464,68.42896261123524,35.34816820673931,8.903902806292464,60.61280373033605,15.238719626966397,0
196,1008.5428699477737,33.666268922074245,30.1,27.9178923563778,24.3,74.42869947773744,29.0,10.207174869434361,218.92825130565637,9.403632251925286,0
277,1010.6600391484048,25.208373003451275,23.7,22.199523958584695,21.649761979292347,81.49761979292347,59.995239585846946,6.591626996548724,50.0,14.903808331322441,0
140,1008.6824562286324,32.08245622863236,30.009941638176482,26.302339504985326,25.18245622863236,76.54970819088241,70.6783558048523,10.4,220.0,33.93215938747017,0
26,1009.2594580340215,31.94149527410503,29.928299054821004,28.372879285761243,25.770747637052512,79.14149527410503,72.14149527410503,7.028299054821006,221.41495274105029,26.119719281682684,0
27,1020.3701392233813,24.284996336226808,22.244937715855713,19.814930388309328,14.47479849247437,67.0,49.0,7.225128232061765,60.0,29.205392023731683,0
16,1015.2038354690949,26.028767187350045,22.593150781025066,21.180274062290064,20.818904218495078,87.0794523430752,83.56438359367502,1.974246562529991,44.35616406324977,13.267123047437329,0
33,1020.9539731256514,17.377271400208436,16.188920537486972,15.400569674765508,11.011079462513027,69.7755623759119,46.33238387539082,9.45568214994789,20.0,25.04260882575558,0
198,1009.4744976146483,32.06197773671768,29.046985687889936,27.765996819531097,24.710510336523935,83.57496024413872,70.97990458593293,6.1064912537105185,100.85007951172257,11.94049443417942,0
330,1020.0009533603901,21.712070796508225,17.119059555152425,16.145107868949058,15.02045730688127,68.7674718966105,59.62325281033895,7.515819660355996,60.0,33.190215737898114,0
24,1024.017060996923,20.939742602189877,16.458495736855184,13.783245862241795,9.527652660279282,67.0,29.0,10.666811861391826,32.475012538661225,17.223513290980897,0
14,1023.9639208308334,20.494891631668995,15.599010385418746,12.7,9.527652660279282,67.0,29.0,10.487643738750748,36.80395845832502,16.028831276248255,0
36,1023.5007321010078,18.46134702239633,17.20453880895853,16.21288432586789,10.162079123404032,77.47730595520734,87.0834551690936,0.5749634492719224,48.25768651735781,26.239531281523682,0
312,1020.5054161136746,25.13244008119617,21.23244008119617,19.2,17.73244008119617,75.27023967521532,58.18928097435405,5.086488016239234,20.0,18.892017331617197,0
13,1012.2401994232964,31.39196011534072,28.00803988465928,25.94823930795568,22.188438731252088,71.32159538637123,46.08039884659281,9.187441614770071,60.0,39.5,0
276,1016.6540772894007,29.219335878147096,25.803625477152583,23.101208492384195,17.833837786757417,67.08459446689355,29.0,10.189123568542257,70.12084923841935,15.718127385762902,0
66,1020.1946111110564,16.698170564778227,14.8,13.151991545913955,10.501171497596443,92.0,93.0,0.0,30.023429951928883,23.44285386466169,0
25,1024.017060996923,20.58188194128028,16.626509838226642,13.671137735173005,11.393960647093428,70.67450808866784,47.67450808866784,9.606039352906572,20.0,12.195611719610678,0
195,1008.6271433992331,33.53047546768926,30.157618866922313,28.360950935378508,24.472856600766942,73.27143399233059,45.69524532310746,7.737626456185142,225.76188669223137,14.705241528476042,0
336,1022.3864312576841,17.913568742315846,14.8,12.7,9.527652660279282,75.51858754610494,74.69145006147325,8.131969913937457,20.0,22.43587379764176,0
339,1018.5601023801673,20.306317629680418,18.516107042024405,16.925896454368388,14.347581155616501,75.19578824687972,82.29368237031959,2.165054103744334,20.978941234398608,24.42031879514468,0
253,1011.3272799447573,31.97402855169904,29.8,26.831165737961154,22.011697075776734,73.20777158640769,50.51942896601923,10.010388579320384,20.0,12.462291779757113,0
246,1008.245646117515,31.093667560108045,28.093667560108045,26.218997319675868,24.42401072129653,79.37994639351734,61.746702404321766,7.592348521836752,61.266487978391154,12.626648797839115,0
289,1013.518907979098,28.97446457870779,26.257505294579406,24.31130618941892,20.816959284128387,76.82066368386828,49.0,9.0867451156115,77.64132736773654,22.418714988898692,0
234,1011.2162316486762,32.47956768890057,29.241088898421875,26.844494283605115,25.21884175661932,75.0,40.16231648676136,8.693189229633523,121.28262634928979,28.204424938646312,0
158,1008.1889162916291,32.31847284728488,29.28891629162907,27.21108370837093,25.64815271527151,79.51847284728488,73.14778277827907,6.5963054305430235,232.38511357575385,14.451723972397673,0
43,1024.017060996923,18.139606900209827,17.336628959664274,16.520786199580346,12.687135180461619,78.92078619958035,73.26742080671445,5.985110297272252,40.0,19.427754522266127,0
324,1020.0085057269046,23.77770132131124,20.55586211446474,18.6574713654772,16.81172422892948,76.4574713654772,56.526436124398195,4.538850660655621,20.0,14.919539648506097,0
268,1013.1112668459306,29.667805709243382,25.022132130102264,23.036619175664637,20.56378238609408,73.98189119304703,29.0,8.625352329734145,69.81891193047038,20.822336763762717,0
274,1016.220179604128,28.689910197935944,24.801989789516607,22.505353056871293,19.54495509896797,74.12079591580664,48.879204084193354,6.7261489726779375,20.0,21.863761225258006,0
192,1007.8315084218801,33.01203511272285,30.212035112722848,28.372879285761243,25.27221067633708,78.0,69.0,10.666811861391826,221.20351127228471,11.518595491086119,0
242,1010.2737514982601,30.533087353964607,28.546580573887613,26.4,23.47966792785222,77.73382529207079,44.866912646035395,10.033640807544241,190.0,23.934932199230055,0
225,1010.7896390162283,28.998429345830715,26.39324885394489,25.43626344320079,23.998429345830715,79.25902459429136,55.155414756574814,10.184458524342517,109.48195081141728,19.328410172354378,0
37,1020.2463427461967,21.381158007859675,18.971620607758474,17.280046561612416,14.886249622971832,73.83148092292123,35.12638930780908,9.791574046146062,29.578702307303075,18.29245268433125,0
134,1011.4548060395149,31.642348238474813,28.451422861005128,26.448397986828358,25.94415427596215,77.90925377469684,69.0,7.481671602772854,220.30248741767724,9.055915337989045,0
161,1008.4585698368165,33.40244852480472,30.253672787207076,27.767042294384673,25.415818031982315,76.97551475195283,72.0,7.7,195.12242624023582,13.29642459204127,0
7,1010.975905016634,31.09397625415849,28.7,27.193976254158493,25.146988127079247,81.46988127079246,74.16869397871703,4.277106856286789,160.60237458415085,10.878308695939612,0
56,1022.8750584589257,16.698170564778227,14.8,13.25207147265759,11.702188390509026,91.71149349313406,93.0,0.490461061672092,25.77013013731873,21.59538938327908,0
17,1024.017060996923,16.698170564778227,14.8,12.7,9.527652660279282,72.3302922145653,66.06240910039143,2.5,50.0,28.036387685230753,0
263,1011.7826650093293,27.921155666044708,25.77884433395529,23.939834904850755,22.23735847761209,71.58514143656801,44.5768866791058,9.31537733582116,230.0,9.656037716418137,0
12,1023.9252134911532,16.806087765987105,14.956523210885644,12.918263297961312,9.685220261227004,77.27826160544282,84.0,1.0,52.78261605442822,38.21652151836715,0
132,1007.4621360442783,31.615533725599875,28.896116283130326,26.91650465481729,24.378640699095616,78.61165115060902,71.40776743373935,7.812620937947619,230.0,14.70679650452193,0
72,1015.8561983743025,22.478512192731106,20.546280756044837,19.61818156889358,16.83388455587393,75.95867750464987,29.0,9.943801625697482,60.0,9.191735500929974,0
297,1017.1912431260904,25.969904374916123,24.769904374916123,23.579617499664494,21.4,85.30095625083877,82.09713124748369,1.1737293782711995,70.0,27.12546498725071,0
65,1020.4,18.27043497135259,16.62015129438351,15.37018281404674,11.690460187083174,69.5994956853883,39.49905441010307,9.499747842694152,20.0,33.46961546010858,0
30,1020.4591948402937,21.270402579853176,18.62241547911905,16.856038697797626,11.883349631484151,67.0,53.0402579853175,3.07758452088095,34.080515970635005,25.147664619087248,0
7,1006.8957223901135,32.70142586996216,30.001425869962162,28.316118975665635,25.94415427596215,79.0,51.6019829277606,9.872039658555211,232.38511357575385,26.33366382129343,0
216,1008.4175646264353,33.666268922074245,30.310775517222527,27.222952385046476,24.867214288784858,75.61826530173592,32.679149640855655,9.244261903738382,125.87823132176054,9.138173469826407,0
193,1005.9,32.26552372598999,29.427588937258943,26.458626491675254,25.306897234314736,80.89654148527896,58.37924891167377,7.237934788731048,29.310276568526408,23.351689667105834,0
274,1016.2485773226556,28.022173350708478,24.275346316637474,22.075346316637475,19.338730813628402,74.30634593185799,49.20423062123866,6.093654068142011,20.0,22.20634593185799,0
25,1008.837490619828,33.666268922074245,30.371608819722994,28.372879285761243,25.94415427596215,74.0,36.70798939369487,10.666811861391826,145.83270798853613,9.055915337989045,0
273,1017.7898065033943,27.823534463162737,25.001183879305348,23.884319899421122,21.562749026904353,78.0,71.09413785265095,3.468235630877516,70.0,15.887438744783593,0
17,1023.9289426087803,18.83067478308853,14.94644521820984,12.803464348616398,9.527652660279282,67.70191304065573,29.0,10.142980869593442,65.70191304065573,19.141067828937718,0
200,1008.3164078967682,33.666268922074245,30.155728068821215,28.304951759125753,25.237767552662113,72.0,37.65631587072718,9.14611845152269,20.0,9.055915337989045,0
24,1005.9,32.214963126059494,29.70641276831121,28.1,25.29786241056293,77.95724821125859,37.80761695066367,10.666811861391826,230.21375894370703,20.371744633775783,0
255,1006.3191465099305,31.716493607621658,28.40346017632821,27.300201818504846,25.306718534151575,79.0,29.61303343129345,7.799798181495153,228.06516715646725,35.81363888680799,0
270,1018.6971906287097,29.29543477165306,25.403862885524333,24.700702342822606,24.795083600241757,93.0,87.96137114475667,0.12949839854945644,180.0702342822606,15.230551912783366,0
191,1007.0711607379402,33.666268922074245,30.371608819722994,27.538356118874308,25.100793071401206,75.00793071401206,56.32011547664655,10.666811861391826,176.6402309532931,9.055915337989045,0
287,1016.6296579595639,28.190959093139533,25.852260226715117,24.716096599273246,21.96582158700582,82.52260226715117,79.86438639709299,5.45623065561049,80.0,27.48335337619189,0
194,1008.2690304319507,33.666268922074245,30.2,28.372879285761243,24.63299565257847,72.8798840687591,42.79015940545624,6.593921746412395,230.0,13.965991305156933,0
160,1007.6570505047875,32.82147474760619,30.052684343450775,28.372879285761243,25.0,72.79026515176162,46.892626261969035,10.600501262782354,227.3657828274613,9.99563383866316,0
7,1009.7948646653562,30.610976186568536,28.435045111547957,27.18831829615068,25.28247744422602,82.76636592301361,83.47432332678062,3.1219523731370704,190.58408519246598,15.295570182636908,0
197,1007.9163394276356,31.815740427908537,29.300598999727047,25.772113142545194,24.742429285909253,75.01197999454091,71.44825284817433,7.47630614063451,55.69717143637014,14.066722145001789,0
313,1020.8,21.060654010085354,18.581962030256058,16.293459899146473,14.096729949573236,75.0,47.96729949573236,5.464029445305597,40.0,15.288502131109587,0
10,1022.0972454472435,16.698170564778227,14.8,12.7,9.527652660279282,67.0,29.0,8.942344646789175,20.0,27.672005243113944,0
17,1020.8673090662411,16.698170564778227,14.8,12.7,9.527652660279282,76.80768838216814,60.86540228024336,9.632680727396021,20.0,29.290364006382752,0
339,1017.4279503071119,20.18674948814685,18.8,17.657349897629373,16.212525870150348,83.99275358297203,82.28674948814685,0.45879918103496636,64.26501023706292,19.001449283405595,0
189,1010.2975044681493,32.95031194148134,30.371608819722994,28.20041592197512,25.39896019506219,76.4989601950622,33.99168156049755,10.666811861391826,224.98960195062193,13.596464663211457,0
190,1008.8137543254659,33.666268922074245,30.371608819722994,28.113754325465905,24.613754325465905,75.04584775155301,29.045847751553012,9.733953286956446,220.0,10.611894464596567,0
184,1007.4331187145392,33.666268922074245,30.371608819722994,27.34200360162385,25.0,75.96446045166157,48.1776977416922,10.666811861391826,180.0,11.35557556457695,0
33,1020.4738795717647,17.40580737848741,16.30554224537816,15.716096469915975,11.31134962386557,69.2638556134454,45.89445775462184,9.5,20.0,24.521373582184882,0
312,1020.6713632975657,23.70137075112052,20.265232185297503,18.37932207799457,16.58682394138328,75.0,56.14546809737242,6.420221004965255,27.136329756568944,18.03750931694354,0
